experiment.id,a.primer,p1.primer,assay.type,evo.time.point,assay.time.point,replicate,medium,ploidy,n.mobyBCs.in.exp,n.mobyBCs.per.well,sample.set,pur.pool,proc.plate,pcr2,barcode.1,barcode.2,barcode.3,barcode.4,barcode.5,barcode.6,barcode.7,barcode.8,barcode.9,barcode.10,barcode.11,barcode.12,barcode.13,barcode.14,barcode.15,barcode.16,barcode.17,barcode.18,barcode.19,barcode.20,barcode.21,barcode.22,barcode.23
0_M5_0_R4,Ion_36,Ion_R5,competition,T=0,T=0,R=4,CM,diploid,13,2,M5,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M5_25_R1,Ion_37,Ion_R5,competition,T=25,T=0,R=1,CM,diploid,13,2,M5,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M5_25_R2,Ion_38,Ion_R5,competition,T=25,T=0,R=2,CM,diploid,13,2,M5,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M5_25_R3,Ion_39,Ion_R5,competition,T=25,T=0,R=3,CM,diploid,13,2,M5,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M5_25_R4,Ion_40,Ion_R5,competition,T=25,T=0,R=4,CM,diploid,13,2,M5,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M5_0_R1,Ion_17,Ion_R12,competition,T=0,T=3,R=1,CM,diploid,13,2,M5,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M5_0_R2,Ion_18,Ion_R12,competition,T=0,T=3,R=2,CM,diploid,13,2,M5,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M5_0_R3,Ion_19,Ion_R12,competition,T=0,T=3,R=3,CM,diploid,13,2,M5,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M5_0_R4,Ion_20,Ion_R12,competition,T=0,T=3,R=4,CM,diploid,13,2,M5,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M5_25_R1,Ion_21,Ion_R12,competition,T=25,T=3,R=1,CM,diploid,13,2,M5,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M5_25_R2,Ion_22,Ion_R12,competition,T=25,T=3,R=2,CM,diploid,13,2,M5,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M5_25_R3,Ion_23,Ion_R12,competition,T=25,T=3,R=3,CM,diploid,13,2,M5,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M5_25_R4,Ion_24,Ion_R12,competition,T=25,T=3,R=4,CM,diploid,13,2,M5,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M6_0_R1,Ion_33,Ion_R6,competition,T=0,T=0,R=1,CM,diploid,13,2,M6,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M6_0_R2,Ion_34,Ion_R6,competition,T=0,T=0,R=2,CM,diploid,13,2,M6,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M6_0_R3,Ion_35,Ion_R6,competition,T=0,T=0,R=3,CM,diploid,13,2,M6,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M6_0_R4,Ion_36,Ion_R6,competition,T=0,T=0,R=4,CM,diploid,13,2,M6,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M6_25_R1,Ion_37,Ion_R6,competition,T=25,T=0,R=1,CM,diploid,13,2,M6,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M6_25_R2,Ion_38,Ion_R6,competition,T=25,T=0,R=2,CM,diploid,13,2,M6,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M6_25_R3,Ion_39,Ion_R6,competition,T=25,T=0,R=3,CM,diploid,13,2,M6,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M6_25_R4,Ion_40,Ion_R6,competition,T=25,T=0,R=4,CM,diploid,13,2,M6,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M6_0_R1,Ion_17,Ion_R13,competition,T=0,T=3,R=1,CM,diploid,13,2,M6,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M6_0_R2,Ion_18,Ion_R13,competition,T=0,T=3,R=2,CM,diploid,13,2,M6,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M6_0_R3,Ion_19,Ion_R13,competition,T=0,T=3,R=3,CM,diploid,13,2,M6,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M6_0_R4,Ion_20,Ion_R13,competition,T=0,T=3,R=4,CM,diploid,13,2,M6,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M6_25_R1,Ion_21,Ion_R13,competition,T=25,T=3,R=1,CM,diploid,13,2,M6,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M6_25_R2,Ion_22,Ion_R13,competition,T=25,T=3,R=2,CM,diploid,13,2,M6,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M6_25_R3,Ion_23,Ion_R13,competition,T=25,T=3,R=3,CM,diploid,13,2,M6,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
3_M6_25_R4,Ion_24,Ion_R13,competition,T=25,T=3,R=4,CM,diploid,13,2,M6,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,
0_M7_0_R1,Ion_33,Ion_R7,competition,T=0,T=0,R=1,CM+Ethanol,diploid,11,2,M7,4,p3,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
0_M7_0_R2,Ion_34,Ion_R7,competition,T=0,T=0,R=2,CM+Ethanol,diploid,11,2,M7,4,p3,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
0_M7_0_R3,Ion_35,Ion_R7,competition,T=0,T=0,R=3,CM+Ethanol,diploid,11,2,M7,4,p3,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
0_M7_0_R4,Ion_36,Ion_R7,competition,T=0,T=0,R=4,CM+Ethanol,diploid,11,2,M7,4,p3,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
0_M7_25_R1,Ion_37,Ion_R7,competition,T=25,T=0,R=1,CM+Ethanol,diploid,11,2,M7,4,p3,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
0_M7_25_R2,Ion_38,Ion_R7,competition,T=25,T=0,R=2,CM+Ethanol,diploid,11,2,M7,4,p3,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
0_M7_25_R3,Ion_39,Ion_R7,competition,T=25,T=0,R=3,CM+Ethanol,diploid,11,2,M7,4,p3,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
0_M7_25_R4,Ion_40,Ion_R7,competition,T=25,T=0,R=4,CM+Ethanol,diploid,11,2,M7,4,p3,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
3_M7_0_R1,Ion_25,Ion_R8,competition,T=0,T=3,R=1,CM+Ethanol,diploid,11,2,M7,7,p4,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
3_M7_0_R2,Ion_26,Ion_R8,competition,T=0,T=3,R=2,CM+Ethanol,diploid,11,2,M7,7,p4,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
3_M7_0_R3,Ion_27,Ion_R8,competition,T=0,T=3,R=3,CM+Ethanol,diploid,11,2,M7,7,p4,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
3_M7_0_R4,Ion_28,Ion_R8,competition,T=0,T=3,R=4,CM+Ethanol,diploid,11,2,M7,7,p4,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
3_M7_25_R1,Ion_29,Ion_R8,competition,T=25,T=3,R=1,CM+Ethanol,diploid,11,2,M7,7,p4,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
3_M7_25_R2,Ion_30,Ion_R8,competition,T=25,T=3,R=2,CM+Ethanol,diploid,11,2,M7,7,p4,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
3_M7_25_R3,Ion_31,Ion_R8,competition,T=25,T=3,R=3,CM+Ethanol,diploid,11,2,M7,7,p4,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
3_M7_25_R4,Ion_32,Ion_R8,competition,T=25,T=3,R=4,CM+Ethanol,diploid,11,2,M7,7,p4,no,d1H10,d1A2,d1H2,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,,
0_M8_0_R1,Ion_33,Ion_R8,competition,T=0,T=0,R=1,CM+Salt,diploid,11,2,M8,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
0_M8_0_R2,Ion_34,Ion_R8,competition,T=0,T=0,R=2,CM+Salt,diploid,11,2,M8,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
0_M8_0_R3,Ion_35,Ion_R8,competition,T=0,T=0,R=3,CM+Salt,diploid,11,2,M8,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
0_M8_0_R4,Ion_36,Ion_R8,competition,T=0,T=0,R=4,CM+Salt,diploid,11,2,M8,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
0_M8_25_R1,Ion_37,Ion_R8,competition,T=25,T=0,R=1,CM+Salt,diploid,11,2,M8,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
0_M8_25_R2,Ion_38,Ion_R8,competition,T=25,T=0,R=2,CM+Salt,diploid,11,2,M8,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
0_M8_25_R3,Ion_39,Ion_R8,competition,T=25,T=0,R=3,CM+Salt,diploid,11,2,M8,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
0_M8_25_R4,Ion_40,Ion_R8,competition,T=25,T=0,R=4,CM+Salt,diploid,11,2,M8,4,p3,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
3_M8_0_R1,Ion_25,Ion_R9,competition,T=0,T=3,R=1,CM+Salt,diploid,11,2,M8,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
3_M8_0_R2,Ion_26,Ion_R9,competition,T=0,T=3,R=2,CM+Salt,diploid,11,2,M8,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
3_M8_0_R3,Ion_27,Ion_R9,competition,T=0,T=3,R=3,CM+Salt,diploid,11,2,M8,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
3_M8_0_R4,Ion_28,Ion_R9,competition,T=0,T=3,R=4,CM+Salt,diploid,11,2,M8,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
3_M8_25_R1,Ion_29,Ion_R9,competition,T=25,T=3,R=1,CM+Salt,diploid,11,2,M8,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
3_M8_25_R2,Ion_30,Ion_R9,competition,T=25,T=3,R=2,CM+Salt,diploid,11,2,M8,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
3_M8_25_R3,Ion_31,Ion_R9,competition,T=25,T=3,R=3,CM+Salt,diploid,11,2,M8,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
3_M8_25_R4,Ion_32,Ion_R9,competition,T=25,T=3,R=4,CM+Salt,diploid,11,2,M8,7,p4,no,d1H10,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A7,d1H7,,,,,,,,,,,,
0_M9a_0_R1,Ion_33,Ion_R9,competition,T=0,T=0,R=1,CM,diploid,23,2,M9a,5,p3,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
0_M9a_0_R2,Ion_34,Ion_R9,competition,T=0,T=0,R=2,CM,diploid,23,2,M9a,5,p3,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
0_M9a_0_R3,Ion_35,Ion_R9,competition,T=0,T=0,R=3,CM,diploid,23,2,M9a,5,p3,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
0_M9a_0_R4,Ion_36,Ion_R9,competition,T=0,T=0,R=4,CM,diploid,23,2,M9a,5,p3,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
0_M9a_25_R1,Ion_37,Ion_R9,competition,T=25,T=0,R=1,CM,diploid,23,2,M9a,5,p3,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
0_M9a_25_R2,Ion_38,Ion_R9,competition,T=25,T=0,R=2,CM,diploid,23,2,M9a,5,p3,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
0_M9a_25_R3,Ion_39,Ion_R9,competition,T=25,T=0,R=3,CM,diploid,23,2,M9a,5,p3,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
0_M9a_25_R4,Ion_40,Ion_R9,competition,T=25,T=0,R=4,CM,diploid,23,2,M9a,5,p3,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
3_M9a_0_R1,Ion_25,Ion_R10,competition,T=0,T=3,R=1,CM,diploid,23,2,M9a,8,p4,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
3_M9a_0_R2,Ion_26,Ion_R10,competition,T=0,T=3,R=2,CM,diploid,23,2,M9a,8,p4,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
3_M9a_0_R3,Ion_27,Ion_R10,competition,T=0,T=3,R=3,CM,diploid,23,2,M9a,8,p4,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
3_M9a_0_R4,Ion_28,Ion_R10,competition,T=0,T=3,R=4,CM,diploid,23,2,M9a,8,p4,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
3_M9a_25_R1,Ion_29,Ion_R10,competition,T=25,T=3,R=1,CM,diploid,23,2,M9a,8,p4,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
3_M9a_25_R2,Ion_30,Ion_R10,competition,T=25,T=3,R=2,CM,diploid,23,2,M9a,8,p4,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
3_M9a_25_R3,Ion_31,Ion_R10,competition,T=25,T=3,R=3,CM,diploid,23,2,M9a,8,p4,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
3_M9a_25_R4,Ion_32,Ion_R10,competition,T=25,T=3,R=4,CM,diploid,23,2,M9a,8,p4,no,d1H10,d1A8,d1H8,d1A9,d1H9,d1A10,d1H10,d1A11,d1H11,d1B1,d1C1,d1B2,d1C2,d1B3,d1C3,d1B4,d1C4,d1B5,d1C5,d1B6,d1C6,d1B7,d1C7
0_M9b_0_R1,Ion_33,Ion_R10,competition,T=0,T=0,R=1,CM,diploid,21,2,M9b,5,p3,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
0_M9b_0_R2,Ion_34,Ion_R10,competition,T=0,T=0,R=2,CM,diploid,21,2,M9b,5,p3,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
0_M9b_0_R3,Ion_35,Ion_R10,competition,T=0,T=0,R=3,CM,diploid,21,2,M9b,5,p3,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
0_M9b_0_R4,Ion_36,Ion_R10,competition,T=0,T=0,R=4,CM,diploid,21,2,M9b,5,p3,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
0_M9b_25_R1,Ion_37,Ion_R10,competition,T=25,T=0,R=1,CM,diploid,21,2,M9b,5,p3,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
0_M9b_25_R2,Ion_38,Ion_R10,competition,T=25,T=0,R=2,CM,diploid,21,2,M9b,5,p3,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
0_M9b_25_R3,Ion_39,Ion_R10,competition,T=25,T=0,R=3,CM,diploid,21,2,M9b,5,p3,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
0_M9b_25_R4,Ion_40,Ion_R10,competition,T=25,T=0,R=4,CM,diploid,21,2,M9b,5,p3,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
3_M9b_0_R1,Ion_25,Ion_R11,competition,T=0,T=3,R=1,CM,diploid,21,2,M9b,8,p4,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
3_M9b_0_R2,Ion_26,Ion_R11,competition,T=0,T=3,R=2,CM,diploid,21,2,M9b,8,p4,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
3_M9b_0_R3,Ion_27,Ion_R11,competition,T=0,T=3,R=3,CM,diploid,21,2,M9b,8,p4,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
3_M9b_0_R4,Ion_28,Ion_R11,competition,T=0,T=3,R=4,CM,diploid,21,2,M9b,8,p4,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
3_M9b_25_R1,Ion_29,Ion_R11,competition,T=25,T=3,R=1,CM,diploid,21,2,M9b,8,p4,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
3_M9b_25_R2,Ion_30,Ion_R11,competition,T=25,T=3,R=2,CM,diploid,21,2,M9b,8,p4,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
3_M9b_25_R3,Ion_31,Ion_R11,competition,T=25,T=3,R=3,CM,diploid,21,2,M9b,8,p4,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
3_M9b_25_R4,Ion_32,Ion_R11,competition,T=25,T=3,R=4,CM,diploid,21,2,M9b,8,p4,no,d1H10,d1B9,d1C9,d1B10,d1C10,d1B11,d1C11,d1B12,d1C12,d1D2,d1E2,d1D4,d1E4,d1D5,d1E5,d1D6,d1E6,d1D7,d1E7,d1D8,d1E8,,
0_S1_E,Ion_17,Ion_R1,evolution,T=0,,,CM,haploid,12,2,S1,1,p1,no,d1A2,d1H2,d1A3,d1H3,d1A4,d1H4,d1A5,d1H5,d1A6,d1H6,d1A7,d1H7,,,,,,,,,,,
